Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Безбородьки,Юстина,Вікторівна,Жіноча,01.06.1993,Промисловець,хутір Торецьк,"узвіз Ф. Пішеніна, буд. 266, Трускавець, 90040",+380 (55) 375-88-95,mriabovil@example.org
Таран,Христина,Федорівна,Жіноча,25.10.1961,Математик,місто Горохів,"узвіз Дніпровська, буд. 85, Почаїв, 38313",055 57 70,vitervasyl@example.net
Зінчук,Златослава,Сергіївна,Жіноча,23.01.1977,Скульптор,село Чистякове,"провулок Просьолочна, буд. 6, Вашківці, 24830",069 754-33-83,alla07@example.net
Смик,Анастасія,Федорівна,Жіноча,14.06.1979,Електрослюсар,селище Бунге ,"провулок Спортивна, буд. 7 кв. 5, Славута, 03957",060 425 41 00,rubetsvenedykt@example.net
Швайка,Лариса,Олександрівна,Жіноча,17.06.1978,Прокурор,хутір Сарни,"площа Богуна, буд. 8 кв. 2, Гірське, 30100",+380 68 642 08 11,vitalii57@example.org
Баранник,Роксолана,Володимирівна,Жіноча,07.12.1947,Кур'єр,селище Генічеськ,"вулиця Лінія 23-тя, буд. 9 кв. 88, Карлівка, 52010",037 046 93 25,holoborodkoiukhym@example.org
Гузій,Ярина,Володимирівна,Жіноча,22.10.1954,Ботанік,місто Іллінці,"сквер Дачна, буд. 7, Болехів, 70570",+380 21 075-03-42,kolesnychenkozynovii@example.com
Медведенко,Богуслава,Іванівна,Жіноча,20.08.1956,Гірник,село Кремінна,"парк Український 1-й, буд. 09, Авдіївка, 21879",+380 (21) 893-25-51,snizhana52@example.net
Корпанюк,Оксана,Іванівна,Жіноча,30.12.1997,Гінеколог,селище Вараш,"провулок Сибірська, буд. 58 кв. 6, Кропивницький, 25085",+380 42 028-00-33,lukashnazar@example.com
Непорожній,Михайлина,Петрівна,Жіноча,04.07.2002,Акушер,село Дубровиця,"проспект Ушакова, буд. 9 кв. 8, Прип'ять , 42999",699 82 80,eduardonyshchenko@example.com
Остапчук,Маруся,Дмитрівна,Жіноча,29.04.1947,Паблік рилейшнз,село Фастів,"проспект Лїнія 1-ша, буд. 78, Мена , 52738",+380 79 895-01-40,jfesenko@example.org
Петрик,Емілія,Володимирівна,Жіноча,04.07.1976,Сантехнік,село Шпола,"набережна Листяна, буд. 4, Теребовля, 18160",+380 78 631 53 43,arkhypenkolarysa@example.org
Устенко,Єва,Сергіївна,Жіноча,31.05.1947,Бібліотекар,село Городище ,"шосе Восьмого березня 3-й, буд. 9 кв. 169, Заставна, 27425",+380 (74) 475-72-19,dvivcharenko@example.com
Стус,Святослава,Федорівна,Жіноча,12.05.2003,Геолог,хутір Благовіщенське,"проспект 1-ша Лінія 4-ї ст. Люстдорфської дороги, буд. 993, Алчевськ, 47197",+380 (91) 164-92-05,ncherednyk@example.com
Акуленко,Оксана,Петрівна,Жіноча,13.08.2002,Хореограф,місто Гребінка,"вулиця Будівельний, буд. 9, Світлодарськ, 41806",549 75 59,alevtynvoblyi@example.com
Абрагамовський,Віолетта,Андріївна,Жіноча,29.09.1990,Доцент,село Саки ,"сквер Гагаріна, буд. 47 кв. 621, Вільнянськ, 84633",033 690-12-10,symon76@example.net
Остапчук,Варвара,Михайлівна,Жіноча,02.12.1979,Адвокат,село Ананьїв,"провулок Алмазна, буд. 9 кв. 024, Тячів, 53617",803 05 47,dan96@example.org
Ґерус,Єлисавета,Дмитрівна,Жіноча,07.07.2004,Ріелтор,місто Новоукраїнка,"сквер Керченський 1-й, буд. 402 кв. 55, Узин, 68655",966-29-56,vasylyna04@example.com
Гузь,Аніта,Андріївна,Жіноча,07.06.1964,Круп'є,хутір Мостиська,"сквер Палубний, буд. 32 кв. 509, Тячів, 14932",025 540-15-50,markodzyndra@example.com
Шеремет,Наталія,Петрівна,Жіноча,08.10.1966,Астроном,село Старий Самбір,"узвіз Заводська 5-та, буд. 86 кв. 76, Чорноморськ, 68024",079 924 86 63,zakhar71@example.org
Василашко,Орися,Дмитрівна,Жіноча,04.01.1956,Доцент,село Білогірськ,"узвіз Лінія 32-га, буд. 9 кв. 20, Білопілля, 55291",+380 65 667-97-14,stepankonoplia@example.org
Ємець,Олена,Вікторівна,Жіноча,26.05.1999,Круп'є,місто Виноградів,"вулиця Тиха, буд. 9 кв. 54, Біляївка, 87795",+380 64 680 14 47,frebryk@example.org
Гавриленко,Розалія,Іванівна,Жіноча,10.05.1989,Музикознавець,село Балта,"узвіз Бузкова, буд. 803 кв. 2, Каховка, 93829",018 087-84-10,petliuraadam@example.net
Дейнека,Віолетта,Дмитрівна,Жіноча,10.02.1956,Кінолог,село Ялта,"парк Дача Ковалевського, буд. 505, Щолкіне, 77406",663 71 97,uhuzenko@example.org
Тесля,Олена,Олександрівна,Жіноча,30.01.1960,Випробувач,місто Олешки,"провулок Немировича-Данченка, буд. 51 кв. 9, Зоринськ, 43943",066 249-62-75,jiakymchuk@example.com
Євтушенко,Лариса,Вікторівна,Жіноча,16.04.1989,Електромонтер,селище Євпаторія,"шосе 12-та Суворовська, буд. 47 кв. 10, Трускавець, 02466",092 660-32-43,romanchukmilena@example.net
Шевченко,Марія,Федорівна,Жіноча,14.01.1997,Науковець,хутір Таврійськ,"проспект Плієва, буд. 63, Первомайський , 59604",243-72-99,lierchenko@example.org
Непорожній,Софія,Іванівна,Жіноча,27.04.1943,Зоолог,місто Гола Пристань,"сквер Степана Разіна, буд. 953 кв. 66, Ічня, 90231",083 388 74 15,filienko@example.net
Ярема,Пріска,Володимирівна,Жіноча,26.01.1942,Єгер,хутір Оріхів,"набережна Скворцова, буд. 46 кв. 6, Берислав, 59649",077 473-07-46,skorobohatkoiustyna@example.net
Твердохліб,Сніжана,Іванівна,Жіноча,10.09.2000,Секретар,селище Суходільськ,"сквер Бехтерєва, буд. 003, Хирів, 84110",094-28-90,illia61@example.net
Якимчук,Сніжана,Дмитрівна,Жіноча,29.11.1995,Складальник,місто Белз,"набережна Станційна 2-га, буд. 87 кв. 147, Коростень, 61426",037 081 48 12,zinchukvolodymyr@example.net
Петренко,Сніжана,Петрівна,Жіноча,17.01.1989,Астроном,село Кролевець,"вулиця Лузанівка, буд. 498, Герца, 01371",401 61 70,marta43@example.com
Остапчук,Анастасія,Вікторівна,Жіноча,26.05.2004,Зоолог,місто Глобине,"проспект Авіаторів, буд. 2 кв. 3, Корюківка, 90192",+380 (84) 004-80-62,ydurdynets@example.org
Байрак,Тетяна,Петрівна,Жіноча,25.04.1971,Інженер,селище Апостолове,"узвіз Вєтрова, буд. 614 кв. 0, Яворів, 66464",+380 74 179-37-15,tytarenkodanna@example.org
Левченко,Юстина,Володимирівна,Жіноча,25.06.1989,Публіцист,селище Баштанка,"набережна Висоцького, буд. 406 кв. 525, Деражня, 25407",091 236-47-15,avhustyn59@example.net
Гречаник,Софія,Михайлівна,Жіноча,02.12.2003,Штукатур,село Узин,"площа Романтиків, буд. 11, Моршин, 54804",+380 (70) 447-13-96,kbabiak@example.org
Фастенко,Емілія,Вікторівна,Жіноча,13.09.1955,Державний службовець,хутір Підгородне,"набережна Трудових резервів, буд. 923 кв. 8, Кам'янець-Подільський, 75984",+380 84 268-43-41,makarenkoroman@example.net
Жученко,Юстина,Михайлівна,Жіноча,11.04.1953,Біолог,село Херсон,"набережна Ільфа і Петрова, буд. 035, Заводське, 37879",+380 49 797-19-89,liubov66@example.net
Єрьоменко,Варвара,Сергіївна,Жіноча,09.04.1992,Гірничий інженер,хутір Жидачів,"вулиця Космонавта Комарова, буд. 083 кв. 1, Макіївка, 47843",812-97-08,riabetsmarusia@example.com
Бабариченко,Олена,Сергіївна,Жіноча,20.08.1950,Редактор,хутір Сквира,"вулиця Верещагіна, буд. 0 кв. 29, Золочів, 70086",+380 54 566-83-08,bprytula@example.net
Захарченко,Юстина,Іванівна,Жіноча,15.09.2002,Випробувач,хутір Гола Пристань,"узвіз Посівна, буд. 048 кв. 3, Березівка, 47279",078 188-66-24,demydbashpolchenko@example.net
Романець,Христина,Андріївна,Жіноча,20.05.1940,Дантист,хутір Славута,"парк Уральський, буд. 0, Апостолове, 84547",+380 (82) 807-25-25,andrusenkostefan@example.net
Твердохліб,Тереза,Сергіївна,Жіноча,07.06.1944,Підприємець,хутір Олешки,"сквер Черепанових, буд. 77, Броди, 65839",+380 (74) 603-85-43,ehuzii@example.org
